Order_ID,Customer_ID,Customer_Name,Product_Name,Product_Category,Quantity,Unit_Price,Revenue,Profit,Order_Date,Region,State_City
ORD003090,CUST01180,Elizabeth Miles,Smartphone,Electronics,1,9138.18,9138.18,2733.56,12-04-2023,East,Patna
ORD006956,CUST00565,Molly Watts,Cereal,GROCERIES,7,6882.47,48177.29,16393.08,2023-10-15,East,Kolkata
ORD004327,CUST01304,Carolyn Greer,Curtains,Home Decor,5,15180.98,75904.9,4620.93,2023-06-21,South,Bengaluru
ORD007234,CUST00930,Alison Brown,Notebook,STATIONERY,2,14718.67,29437.34,2338.14,06-Oct-2025,South,Kochi
ORD006495,CUST01247,Kristen Peters,Sneakers,CLOTHING,4,3444.36,13777.44,4342.15,02-Sep-2023,North,Lucknow
ORD001219,CUST01223,Thomas Short,Running Shoes,sports,4,18164.02,72656.08,4586.59,30/01/2023,South,Bengaluru
ORD004815,CUST00907,Michelle Davis DVM,Pen Set,Stationery,4,16400.03,65600.12,6816.93,2023-02-02,North,Jaipur
ORD000851,CUST00235,Michael Lyons,Desk Organizer,Stationery,6,24195.26,145171.56,47065.9,25-Apr-2025,North,Chandigarh
ORD002022,CUST00220,Bailey Duran DDS,Tennis Racket,Sports,3,19689.6,59068.8,20223.14,2024-12-09,West,Mumbai
ORD003630,CUST00190,,Jacket,CLOTHING,6,,126021.6,13785.26,25/09/2023,,Hyderabad
ORD004325,CUST00412,Lisa Hunter,Yoga Mat,SPORTS,3,10348.9,31046.7,6032.75,2025-01-18,South,Kochi
ORD007898,CUST01674,April Randolph,Hoodie,Clothing,5,18314.91,91574.55,6024.67,19-Jun-2023,East,Kolkata
ORD001796,CUST01397,Alejandro Martinez,Olive Oil,groceries,8,234.62,1876.96,250.76,2023-05-07,South,Hyderabad
ORD004219,CUST01690,Robert Marquez,Dining Table,Furnitures,5,5907.71,29538.55,8842.68,04/06/2025,West,Mumbai
ORD003341,CUST00695,Mary Jensen,Jacket,clothing,5,8926.83,44634.15,10566.96,11-19-2024,North,Lucknow
ORD001353,CUST01188,Donna Boone,Olive Oil,groceries,2,21204.96,42409.92,7318.27,28-Jun-2025,East,Guwahati
ORD006018,CUST00826,Monica Ellis,Dumbbell Set,Sports,5,20942.92,104714.6,15848.98,30-Oct-2024,North,Delhi
ORD004270,CUST00253,Tanya Kim,Cereal,Groceries,7,17676.26,123733.82,11816.83,04-11-2025,West,Surat
ORD001000,CUST00185,Lindsay Martinez,Dress,Clothing,1,13038.43,13038.43,2068.28,11/02/2024,West,Ahmedabad
ORD007297,CUST00023,Ethan Adams,Table Lamp,Home decor,8,19650.85,157206.8,15834.41,08-Mar-2025,West,Mumbai
ORD005418,CUST00420,Jake Campbell,Dumbbell Set,Sport,6,14395.77,86374.62,5393.87,08-Nov-2024,West,Mumbai
ORD006867,CUST00886,Kenneth Sharp,Laptop,ELECTRONICS,8,20752.89,166023.12,52643.18,2023-10-06,South,Hyderabad
ORD001174,CUST00845,Ashley Edwards,Tennis Racket,SPORTS,6,20486.46,122918.76,18832.99,05-24-2024,East,Kolkata
ORD001296,CUST00912,Cynthia Green,Running Shoes,sports,2,1480.42,2960.84,339.29,26-Jan-2024,East,Guwahati
ORD007748,CUST00949,Robert Stark,Tea Pack,groceries,4,24565.0,98260.0,5285.78,08/10/2023,North,Delhi
ORD002048,CUST01288,Matthew Houston,Smartphone,Electronic,6,5702.9,34217.4,7152.56,2023-09-02,South,Bengaluru
ORD000044,CUST00110,Sharon Cochran,Olive Oil,Groceries,6,15188.44,91130.64,21339.11,03-23-2025,West,Mumbai
ORD000158,CUST00364,Nicole Parrish,Rug,HomeDecor,6,4213.31,25279.86,8047.78,07-05-2023,South,Kochi
ORD001913,CUST00813,Douglas Ryan,Dress,Clothing,1,21020.7,21020.7,2180.74,12-30-2025,East,Guwahati
ORD006108,CUST00817,Tamara Riddle,Backpack,stationery,7,16514.08,115598.56,7514.06,01/04/2025,South,Chennai
ORD004083,CUST00398,Gary Jackson,Laptop,ELECTRONICS,4,14149.69,56598.76,12069.87,07-13-2023,South,Bengaluru
ORD006889,CUST01503,Cindy Cannon,Running Shoes,Sport,5,22288.66,111443.3,32175.38,24-Apr-2023,North,Delhi
ORD002822,CUST01036,Natalie Malone,Wall Clock,HomeDecor,6,22874.97,137249.82,40237.01,08-Jun-2023,West,Pune
ORD003158,CUST00977,Stephen Davis,Camera,Electronics,4,7787.18,31148.72,8703.4,2023-11-02,East,Patna
ORD005171,CUST00272,Veronica Simpson,Coffee Table,Furnitures,4,21868.19,87472.76,29143.62,03-27-2023,East,Kolkata
ORD007528,CUST00685,James Whitaker,Camera,Electronics,8,17428.25,139426.0,18776.76,2025-11-28,North,Jaipur
ORD007910,CUST00101,Sandra Aguilar,Rice Bag,groceries,6,9983.61,59901.66,4682.31,2024-07-07,West,Surat
ORD003895,CUST01536,Frank Wheeler,Headphones,Electronics,5,1049.8,5249.0,962.5,2025-04-20,North,Lucknow
ORD005076,CUST01025,James Washington,Rug,Home Decor,7,14821.18,103748.26,12123.22,12-14-2024,East,Patna
ORD001497,CUST01784,Margaret Erickson,Smartwatch,ELECTRONICS,4,5899.04,23596.16,4930.81,2024-12-03,South,Hyderabad
ORD004409,CUST01037,Samantha Robertson,Bed Frame,FURNITURE,6,6708.4,40250.4,10394.16,08/06/2024,West,Pune
ORD006226,CUST01071,Susan Powers,Camera,ELECTRONICS,6,11736.45,70418.7,15679.16,12-Dec-2024,West,Ahmedabad
ORD004761,CUST00335,Dana Martinez,Coffee Table,Furnitures,5,14723.6,73618.0,9902.92,2025-08-07,South,Hyderabad
ORD005927,CUST01068,James Johnson,Yoga Mat,Sport,7,3374.49,23621.43,7383.79,12-15-2023,West,Pune
ORD002874,CUST00038,Cassandra Gaines,Tablet,Electronic,8,2840.39,22723.12,6472.21,2025-05-01,North,Chandigarh
ORD000551,CUST00238,David Davis,Tablet,ELECTRONICS,8,11525.33,92202.64,7721.72,2023-10-31,West,Surat
ORD002812,CUST00751,Krista Benton,Tablet,ELECTRONICS,8,15544.92,124359.36,30786.97,2023-05-20,North,Lucknow
ORD003585,CUST00145,Amber Wright,T-Shirt,Clothes,8,13301.11,106408.88,24259.67,23-Oct-2025,West,Surat
ORD007996,CUST00195,John Bishop,Sofa,Furnitures,1,24128.68,24128.68,7270.86,30-Dec-2025,East,Bhubaneswar
ORD006814,CUST00171,Jamie Walton,Backpack,Stationery,5,2815.85,14079.25,4193.99,2024-12-04,South,Bengaluru
ORD004468,CUST00691,Ryan Landry,Camera,ELECTRONICS,6,14574.63,87447.78,13689.0,2023-04-15,South,Chennai
ORD006093,CUST00516,Dr. Kelly Hammond DVM,Coffee Table,furniture,7,10439.91,73079.37,6649.23,2025-01-18,North,Chandigarh
ORD006521,CUST00235,Michael Lyons,Tennis Racket,SPORTS,1,16391.96,16391.96,4139.53,03-Nov-2023,North,Lucknow
ORD007779,CUST01041,Danielle Bryant,Jacket,CLOTHING,3,4317.0,12951.0,4376.78,25/09/2025,South,Chennai
ORD003783,CUST01193,Paul Johnson,Camera,electronics,1,9323.47,9323.47,1868.4,07-May-2023,North,Lucknow
ORD003909,CUST00653,David Robinson,Rice Bag,GROCERIES,3,8486.27,25458.81,1686.74,02-Aug-2024,West,Ahmedabad
ORD007573,CUST01742,Nicholas Terrell,Laptop,Electronics,1,18839.77,18839.77,4862.24,03-06-2024,West,Pune
ORD004090,CUST01777,Leah Lee,Curtains,Home decor,6,1383.0,8298.0,1742.74,2025-05-07,East,Guwahati
ORD003361,CUST00793,Maria Cooke,Bed Frame,Furnitures,8,23009.95,184079.6,48238.65,12-02-2025,South,Bengaluru
ORD007557,CUST00704,Michael Abbott,Olive Oil,GROCERIES,4,6246.35,24985.4,6989.25,2025-02-24,South,Chennai
ORD007431,CUST01126,Peter Williams,Dumbbell Set,SPORTS,8,19630.44,157043.52,8418.45,2025-12-02,North,Lucknow
ORD005782,CUST01796,Randy Robinson,Rug,Home Decor,2,923.88,1847.76,442.96,28/11/2024,West,Surat
ORD003987,CUST01457,Brian Chen,Notebook,STATIONERY,2,9812.69,19625.38,1313.84,11-Nov-2025,East,Kolkata
ORD000921,CUST01760,Kari Lloyd,Olive Oil,Groceries,3,3670.9,11012.7,3010.65,07/05/2024,South,Bengaluru
ORD003599,CUST01666,Eric Rodriguez,Wall Clock,HomeDecor,3,20941.61,62824.83,6682.16,19/07/2025,West,Mumbai
ORD001502,CUST00396,Dana Chapman,Table Lamp,HomeDecor,7,10036.08,70252.56,16314.63,25-Feb-2023,West,Mumbai
ORD007205,CUST01719,Susan Torres,Rug,HomeDecor,5,1075.7,5378.5,659.08,15/08/2024,West,Mumbai
ORD001736,CUST00022,Patty Perez,Desk Organizer,Stationery,2,8089.76,16179.52,2445.99,01-10-2024,South,Chennai
ORD007002,CUST01181,Michelle Walls,Table Lamp,Home Decor,1,21990.95,21990.95,5559.54,16/07/2024,North,Chandigarh
ORD004616,CUST01307,Grace Chavez,Football,SPORTS,8,18945.19,151561.52,28032.55,13/02/2023,West,Surat
ORD007563,CUST01176,Janice Petty,Snack Box,groceries,4,16841.8,67367.2,21900.2,10-Jun-2024,South,Hyderabad
ORD000578,CUST01707,Jessica Cobb,Desk Organizer,stationery,4,7169.06,28676.24,7879.55,15/09/2025,East,Patna
ORD002379,CUST00448,Shelly Spencer,Bed Frame,Furniture,1,2756.25,2756.25,459.99,12-14-2023,West,Ahmedabad
ORD000813,CUST00432,Jack White,Bluetooth Speaker,electronics,2,24056.99,48113.98,12566.84,2025-02-12,West,Pune
ORD007680,CUST00802,Krista Wilson,Rice Bag,Groceries,7,18727.33,131091.31,30576.18,09-11-2023,North,Delhi
ORD007703,CUST00589,Dale Ryan,Tennis Racket,Sports,4,11612.65,46450.6,4927.55,05-03-2025,East,Bhubaneswar
ORD006402,CUST00045,Angelica Tucker,Tablet,Electronics ,5,8788.9,43944.5,10445.31,12-11-2023,North,Delhi
ORD006896,CUST00626,Michael Miller,Yoga Mat,Sport,4,779.42,3117.68,916.05,2025-11-04,East,Patna
ORD004032,CUST00291,David Smith,Table Lamp,HomeDecor,1,19270.17,19270.17,5245.88,02-19-2023,North,Jaipur
ORD005087,CUST00352,Kimberly Nguyen,Sketchbook,stationery,7,21218.64,148530.48,21381.01,01-07-2025,North,Lucknow
ORD003848,CUST01540,James Todd,Photo Frame,HomeDecor,6,7754.77,46528.62,6375.88,01-06-2023,North,Chandigarh
ORD000446,CUST00794,Katherine Taylor,Sofa,furniture,6,24392.56,146355.36,16196.16,2023-09-18,West,Ahmedabad
ORD004614,CUST00941,Lydia Pham,Sketchbook,Stationery,5,11852.46,59262.3,17362.99,2025-12-27,South,Chennai
ORD006615,CUST00497,Austin Osborne,Curtains,Home decor,6,18973.88,113843.28,37880.69,10-23-2025,West,Pune
ORD002734,CUST01487,Steve Miller PhD,Sketchbook,STATIONERY,1,12248.89,12248.89,4090.92,05-08-2024,East,Kolkata
ORD007176,CUST00136,Jose Schultz,Backpack,stationery,5,19516.44,97582.2,16668.91,10-28-2023,South,Kochi
ORD007257,CUST01519,Hannah Montoya,Jeans,Clothing,4,4126.82,16507.28,3826.2,20-Jul-2024,East,Guwahati
ORD007290,CUST00991,Carmen Preston,Olive Oil,groceries,1,17367.29,17367.29,4826.39,01/04/2025,East,Bhubaneswar
ORD006100,CUST01005,Mary Miller,Jeans,Clothing,7,550.21,3851.47,478.15,05/04/2023,East,Bhubaneswar
ORD001441,CUST01002,Stephen Wood,Coffee Beans,Grocery,1,10917.34,10917.34,1065.33,03-May-2023,South,Hyderabad
ORD006498,CUST01759,Robert Green,Bicycle,Sports,3,9741.59,29224.77,5944.55,27-Aug-2023,East,Guwahati
ORD000653,CUST00507,Brandon Fleming,Football,sports,8,5349.55,42796.4,3185.01,2025-08-21,East,Kolkata
ORD007352,CUST01458,Christopher Hill,Dining Table,furniture,4,11343.81,45375.24,14884.63,2023-02-02,East,Kolkata
ORD000945,CUST01397,Alejandro Martinez,Curtains,Home Decor,7,19177.19,134240.33,34718.87,30-May-2025,South,Bengaluru
ORD002417,CUST01235,David Hughes,Wall Art,Home Decor,5,9078.26,45391.3,4356.11,2025-05-28,North,Jaipur
ORD003152,CUST00223,Elizabeth Oliver DDS,Notebook,stationery,8,389.21,3113.68,862.81,13-Feb-2023,East,Kolkata
ORD007508,CUST01476,Patty Allen,Smartwatch,Electronics ,5,22209.27,111046.35,30633.9,2024-07-31,East,Guwahati
ORD003202,CUST00720,Jeffrey Roberson,Running Shoes,Sports,1,1203.77,1203.77,359.4,09-09-2023,West,Surat
ORD003806,CUST00804,Rodney Williams,Pen Set,STATIONERY,8,7183.97,57471.76,17434.91,2024-04-20,East,Guwahati
ORD001653,CUST01332,Mary Adkins,Pen Set,STATIONERY,5,852.14,4260.7,938.06,2025-04-03,South,Bengaluru
ORD005804,CUST00125,Helen Jones,Snack Box,Groceries,6,20623.76,123742.56,30748.09,27-Mar-2025,North,Chandigarh
ORD004959,CUST00353,Kerry Chavez DDS,Bed Frame,furniture,6,23107.15,138642.9,13769.97,06-Mar-2024,East,Bhubaneswar
ORD007692,CUST00897,Aimee Gonzalez,Wall Clock,Home Decor,8,11759.45,94075.6,29738.12,04-17-2023,West,Surat
ORD002815,CUST00114,Crystal Johnson,Photo Frame,HomeDecor,4,5161.33,20645.32,4580.36,01-Feb-2025,East,Guwahati
ORD006241,CUST01094,Michael Sims,Table Lamp,home decor,3,21578.26,64734.78,20049.35,2023-04-18,North,Lucknow
ORD005806,CUST01475,Cody Smith,Smartwatch,Electronic,4,5320.94,21283.76,7283.24,07-20-2024,South,Kochi
ORD004639,CUST00172,Darlene Miller,Jeans,Clothes,4,10274.19,41096.76,6021.48,2025-12-16,West,Pune
ORD002681,CUST01774,Shannon Rogers,Bookshelf,furniture,3,7897.16,23691.48,2300.34,27-Jan-2025,South,Kochi
ORD003505,CUST01347,Penny Gomez MD,Wall Art,Home Decor,4,16031.32,64125.28,4303.71,2024-04-11,West,Ahmedabad
ORD004913,CUST00542,Sean Moore,Bicycle,sports,1,16629.39,16629.39,943.69,2023-11-14,West,Surat
ORD004119,CUST01518,Angela Brown,Backpack,Stationery,1,17107.47,17107.47,2920.01,10-19-2024,East,Guwahati
ORD004966,CUST01266,Casey Obrien,Coffee Beans,Grocery,1,5258.78,5258.78,915.38,11/12/2023,North,Jaipur
ORD003526,CUST01194,Ashley Parrish,Office Chair,Furniture,5,755.28,3776.4,366.87,01-08-2025,West,Mumbai
ORD006087,CUST01040,Corey Whitaker,Photo Frame,HomeDecor,1,20471.25,20471.25,5606.76,07-10-2023,West,Mumbai
ORD002132,CUST00971,Nicholas Rush,Pen Set,Stationary,5,5576.96,27884.8,5792.13,2024-12-25,North,Jaipur
ORD003450,CUST01465,Beth Hall,Dumbbell Set,sports,5,9954.22,49771.1,16563.87,2025-09-03,East,Kolkata
ORD006268,CUST00459,Aaron Miller,Olive Oil,groceries,5,4001.23,20006.15,1357.44,03-Jan-2025,West,Ahmedabad
ORD005780,CUST00650,Alexis Harris,Sofa,FURNITURE,6,491.53,2949.18,1003.01,03-Mar-2024,South,Bengaluru
ORD004734,CUST01162,Glenn Gallegos,Dumbbell Set,SPORTS,4,19009.47,76037.88,17583.75,2025-02-18,West,Mumbai
ORD002896,CUST00639,Maria Fisher,Smartwatch,ELECTRONICS,7,183.88,1287.16,351.98,08-Apr-2023,North,Jaipur
ORD000318,CUST00845,Ashley Edwards,Backpack,stationery,4,9470.32,37881.28,8147.19,06-04-2024,East,Guwahati
ORD002216,CUST01108,Jennifer James,Pen Set,Stationery,2,5112.35,10224.7,3137.43,25-Oct-2023,East,Patna
ORD003511,CUST01651,Christopher Rivera,T-Shirt,Clothes,4,9591.57,38366.28,5546.26,14/11/2023,West,Surat
ORD004195,CUST01459,Richard Smith,Sketchbook,Stationary,6,24481.46,146888.76,11412.53,06-29-2024,North,Chandigarh
ORD002472,CUST00392,Laura Mckinney,Dress,clothing,8,7860.81,62886.48,9176.12,2025-11-01,South,Bengaluru
ORD000896,CUST00380,Megan Nelson,Football,sports,3,7980.55,23941.65,1695.94,01-19-2024,West,Surat
ORD006089,CUST01019,Jimmy Marks,Wall Art,Home Decor,4,20695.4,82781.6,7721.37,20-Mar-2023,East,Kolkata
ORD006159,CUST01051,Alejandro Deleon,Coffee Table,FURNITURE,8,20407.22,163257.76,46275.67,10-Jan-2025,West,Surat
ORD002505,CUST00177,Michael Elliott,Photo Frame,HomeDecor,4,20623.95,82495.8,16387.97,23-Aug-2023,West,Mumbai
ORD005514,CUST00672,Kristin Mendoza,Desk Organizer,Stationary,1,9136.15,9136.15,2629.17,08-25-2025,West,Pune
ORD002551,CUST00664,Samuel Turner,Tablet,ELECTRONICS,6,20745.61,124473.66,17899.23,26-Mar-2024,South,Bengaluru
ORD006318,CUST01204,Tracey Phillips,Office Chair,Furnitures,2,13454.24,26908.48,7268.93,2024-08-21,West,Ahmedabad
ORD004352,CUST00374,Sergio Knight,Hoodie,clothing,2,24307.28,48614.56,9881.38,10-16-2024,East,Guwahati
ORD003922,CUST00155,Brenda Hall,Snack Box,Grocery,6,5564.31,33385.86,10033.56,20-Dec-2023,South,Chennai
ORD006939,CUST00012,Jamie Arnold,Cereal,Grocery,8,11382.06,91056.48,4896.02,2025-04-07,North,Lucknow
ORD005368,CUST00099,Jessica Smith,Dress,Clothing,5,7752.54,38762.7,4407.45,17-May-2024,North,Jaipur
ORD001715,CUST00564,Veronica Silva,Olive Oil,groceries,3,7069.39,21208.17,6560.85,30/12/2023,South,Bengaluru
ORD002458,CUST00896,Ryan Murphy,Smartphone,electronics,4,7423.78,29695.12,5880.47,01-13-2023,West,Ahmedabad
ORD004991,CUST01194,Ashley Parrish,Photo Frame,Home decor,6,23171.69,139030.14,42836.66,21/04/2025,West,Mumbai
ORD006179,CUST01344,Kyle Black,Sofa,Furniture,5,8527.34,42636.7,12673.83,23/06/2023,South,Hyderabad
ORD003579,CUST01764,Mark Clark,Bicycle,Sports,5,18001.61,90008.05,30100.72,06-13-2024,West,Pune
ORD004124,CUST00063,Connor West,Wall Clock,HomeDecor,5,21416.33,107081.65,30448.02,28-Apr-2023,South,Bengaluru
ORD005905,CUST01566,Tyler Salazar,T-Shirt,Clothing,3,3457.83,10373.49,3246.89,08-27-2023,West,Pune
ORD001264,CUST01215,Anna Walker,Office Chair,Furniture,7,11886.36,83204.52,10922.01,2024-02-10,South,Chennai
ORD004441,CUST01661,Sarah Duncan,Sneakers,clothing,2,17878.01,35756.02,9216.16,2024-04-12,South,Kochi
ORD000514,CUST01030,Alicia Roth,Bed Frame,FURNITURE,6,24240.28,145441.68,16075.32,04/06/2023,East,Patna
ORD003591,CUST00703,Karl Branch,Jacket,clothing,5,8983.66,44918.3,9920.38,08-02-2023,East,Guwahati
ORD005117,CUST00742,Manuel Brock,Pen Set,stationery,5,3022.3,15111.5,5268.78,04/01/2023,North,Lucknow
ORD002999,CUST00840,Michele Smith,Wall Art,Home Decor,5,17007.6,85038.0,14738.61,01/03/2023,East,Bhubaneswar
ORD001628,CUST01328,Nicole Gutierrez,Sofa,Furnitures,2,20369.58,40739.16,6708.37,2024-08-22,West,Mumbai
ORD002228,CUST00748,Dana Bennett,Smartwatch,ELECTRONICS,6,4078.28,24469.68,2691.89,07-31-2025,West,Pune
ORD002457,CUST01258,Manuel Mccullough,Table Lamp,HomeDecor,5,21681.85,108409.25,7792.97,08-14-2023,West,Surat
ORD001546,CUST01636,Ashley Blair,Wall Art,home decor,7,24378.98,170652.86,39159.18,05-28-2024,East,Kolkata
ORD001730,CUST00738,Arthur Hamilton MD,Photo Frame,HomeDecor,2,9200.92,18401.84,3112.11,26/02/2024,East,Guwahati
ORD006216,CUST01645,Ryan Marsh,Yoga Mat,SPORTS,4,14009.36,56037.44,6543.37,12-Feb-2025,South,Bengaluru
ORD003720,CUST00996,Brittany Ward,Notebook,stationery,2,1564.97,3129.94,626.37,23-Sep-2023,West,Ahmedabad
ORD006805,CUST01223,Thomas Short,Coffee Table,Furniture,3,10974.26,32922.78,9128.68,2023-11-11,South,Kochi
ORD001343,CUST01225,Steven Lee,Coffee Table,Furnitures,6,6254.0,37524.0,7328.55,08-Jul-2024,South,Hyderabad
ORD006677,CUST01031,Douglas Vasquez,Laptop,Electronic,3,17873.38,53620.14,5997.98,10-14-2025,North,Lucknow
ORD005624,CUST01056,Gregory King,Bicycle,Sports,3,17479.01,52437.03,12201.65,31/01/2023,South,Kochi
ORD001744,CUST00815,Scott Duke,Sketchbook,Stationery,2,13736.37,27472.74,7284.09,09-04-2025,South,Kochi
ORD001045,CUST00535,Anthony Gonzales,Smartwatch,electronics,8,3624.41,28995.28,6554.27,01-Feb-2025,North,Delhi
ORD003572,CUST01704,Jason Oliver,Pen Set,stationery,8,929.96,7439.68,485.55,2024-07-22,South,Hyderabad
ORD005319,CUST00496,Lawrence Harrington,Headphones,electronics,8,426.04,3408.32,640.98,2025-01-14,North,Chandigarh
ORD000702,CUST00389,Sandra Drake,Camera,Electronics ,6,12362.62,74175.72,24307.93,03-19-2025,North,Delhi
ORD003203,CUST01068,James Johnson,Dining Table,FURNITURE,3,21150.55,63451.65,11091.04,2025-04-01,West,Pune
ORD001585,CUST00342,Cynthia Morris,Football,sports,4,8107.06,32428.24,10763.22,30-Jun-2024,South,Hyderabad
ORD007802,CUST00566,John Coffey,Smartphone,Electronics ,2,23712.1,47424.2,5369.43,07-Nov-2023,West,Ahmedabad
ORD003980,CUST00799,Bradley Johnson DDS,Wall Art,home decor,1,5567.89,5567.89,860.12,08-Feb-2024,West,Surat
ORD002006,CUST00136,Jose Schultz,Coffee Table,Furnitures,3,21675.57,65026.71,10260.17,2024-11-04,South,Chennai
ORD001826,CUST00633,Robert Cummings,Smartwatch,Electronics ,6,4664.97,27989.82,2446.5,04/04/2023,South,Chennai
ORD001341,CUST00541,James Gilbert,Bicycle,sports,3,20085.77,60257.31,15455.98,01-25-2024,West,Surat
ORD005552,CUST00852,Paul Lawrence,Wall Art,HomeDecor,4,9054.44,36217.76,7384.42,01-21-2023,North,Jaipur
ORD000368,CUST00094,Christina Walters,Dress,clothing,1,16069.37,16069.37,4129.91,2024-06-05,North,Lucknow
ORD001090,CUST01604,Teresa Horton,Hoodie,Clothing,1,11047.25,11047.25,3295.68,05-03-2023,South,Kochi
ORD004753,CUST01730,Zachary Santiago,Dumbbell Set,SPORTS,3,16985.56,50956.68,8188.47,2024-06-25,South,Bengaluru
ORD007157,CUST01226,Tiffany Jackson,Jacket,Clothing,8,20810.92,166487.36,55817.58,27/12/2024,North,Jaipur
ORD005031,CUST01649,Aaron Jennings,Laptop,Electronics,5,3090.84,15454.2,4205.54,2025-10-19,South,Kochi
ORD000024,CUST01610,Jack Mills,Tennis Racket,Sport,3,7602.23,22806.69,2398.44,27/08/2025,West,Ahmedabad
ORD002774,CUST00681,Suzanne Wood,Smartwatch,electronics,7,18256.34,127794.38,36330.36,29/11/2024,South,Chennai
ORD007567,CUST01333,Michael Martin,Wall Art,Home decor,3,1300.62,3901.86,917.02,07-Jan-2025,East,Kolkata
ORD002209,CUST00654,Amy Gordon,Smartwatch,ELECTRONICS,1,24862.36,24862.36,3097.69,03/11/2023,North,Lucknow
ORD004367,CUST00350,Theodore Jones Jr.,Running Shoes,sports,8,7281.56,58252.48,17636.71,27/02/2025,East,Guwahati
ORD007693,CUST00469,Katie Mcneil,Coffee Beans,Groceries,4,9572.16,38288.64,8843.52,06-Dec-2025,South,Chennai
ORD001723,CUST01772,Amanda Hardin,Jeans,Clothes,5,23920.26,119601.3,33464.12,2025-04-26,West,Surat
ORD003118,CUST00819,Michael Poole,Laptop,ELECTRONICS,5,271.04,1355.2,109.81,07-05-2024,North,Delhi
ORD000270,CUST00761,Mary Kelly,Snack Box,Grocery,8,4694.37,37554.96,10488.3,11-12-2025,South,Hyderabad
ORD007102,CUST00992,Brian Harris,Tea Pack,GROCERIES,8,18335.46,146683.68,26032.33,2024-08-24,North,Jaipur
ORD000925,CUST00727,Christian Dawson,Tea Pack,GROCERIES,5,376.63,1883.15,183.6,22/10/2025,East,Bhubaneswar
ORD007018,CUST01774,Shannon Rogers,Rug,Home decor,5,21229.45,106147.25,11124.29,15-Oct-2024,South,Kochi
ORD002136,CUST00239,Sara Johnston,Olive Oil,GROCERIES,8,16513.54,132108.32,21997.15,11-Jan-2025,North,Chandigarh
ORD000112,CUST00652,Amber Yang,Jeans,Clothing,4,3532.38,14129.52,3971.02,12/08/2023,East,Guwahati
ORD003617,CUST01225,Steven Lee,Headphones,ELECTRONICS,5,4861.31,24306.55,3046.96,17-Mar-2024,South,Bengaluru
ORD003883,CUST00565,Molly Watts,Curtains,Home decor,2,15138.39,30276.78,4825.46,03-08-2025,East,Kolkata
ORD000772,CUST00982,Stacey Snyder,Tablet,Electronic,8,20025.53,160204.24,42341.39,27-Oct-2024,West,Ahmedabad
ORD004358,CUST00797,Tracey Wagner,Sketchbook,STATIONERY,6,7036.2,42217.2,3474.0,04-04-2024,North,Delhi
ORD004030,CUST00570,Michael Johnson,Wall Clock,Home decor,1,24558.15,24558.15,6173.35,2024-09-14,East,Patna
ORD001584,CUST00351,Ana Hill,Tennis Racket,SPORTS,2,16062.88,32125.76,3883.41,22/10/2023,North,Delhi
ORD007115,CUST01569,Joshua Clark,Desk Organizer,stationery,7,327.66,2293.62,519.01,22-Mar-2023,East,Bhubaneswar
ORD007985,CUST00430,Nancy Jennings,Pen Set,Stationery,8,16911.11,135288.88,34579.42,17-May-2024,South,Kochi
ORD006800,CUST01003,Dennis Marshall,Wall Art,Home decor,3,15902.04,47706.12,12198.42,17-Apr-2023,North,Delhi
ORD002957,CUST01713,Jamie Snyder,Bicycle,SPORTS,1,6330.92,6330.92,1946.37,06-04-2024,East,Guwahati
ORD001421,CUST00928,Jacqueline Mccoy,Smartwatch,ELECTRONICS,1,24693.41,24693.41,8153.17,24-Nov-2024,South,Chennai
ORD000676,CUST00806,Ronald Potter,Dining Table,FURNITURE,5,16716.42,83582.1,5852.68,20-Mar-2024,South,Bengaluru
ORD001188,CUST00552,Angel Gordon,Snack Box,GROCERIES,8,14837.91,118703.28,8237.69,2023-12-17,East,Kolkata
ORD005062,CUST01182,Christina Weber,Table Lamp,HomeDecor,7,23427.88,163995.16,27769.04,11/05/2023,West,Ahmedabad
ORD007790,CUST00745,Travis Harris,Pen Set,Stationary,7,19805.5,138638.5,37356.21,15-May-2023,West,Mumbai
ORD006392,CUST01513,Anna Ross,Office Chair,Furniture,8,697.62,5580.96,1696.16,07-Dec-2025,West,Mumbai
ORD004583,CUST01796,Randy Robinson,Pen Set,STATIONERY,7,,22858.43,7900.64,2025-05-15,West,Ahmedabad
ORD002724,CUST01427,Robert Charles,Rug,Home Decor,2,15042.62,30085.24,2886.59,12-22-2025,South,Hyderabad
ORD007603,CUST00036,Jeffrey Chavez,Football,Sport,1,11682.1,11682.1,3130.33,08-Feb-2023,North,Lucknow
ORD001135,CUST00053,Crystal Robinson,Pen Set,Stationary,1,11253.29,11253.29,1910.28,26-Feb-2024,West,Surat
ORD000809,CUST00654,Amy Gordon,Cereal,GROCERIES,6,3584.8,21508.8,7166.93,18-May-2024,North,Jaipur
ORD004291,CUST01322,Colin Fletcher,Wall Clock,home decor,7,9825.87,68781.09,9364.5,24-Jan-2024,South,Hyderabad
ORD000141,CUST00112,Shannon Walker,Tablet,Electronics,5,20623.85,103119.25,24493.64,10/09/2025,West,Ahmedabad
ORD003484,CUST00097,Aaron Wise,Pen Set,stationery,4,14980.38,59921.52,9419.8,08/08/2025,South,Kochi
ORD004302,CUST00284,Shelia Wallace,Smartwatch,Electronics ,7,21011.46,147080.22,25169.77,16/12/2025,East,Kolkata
