Order_ID,Customer_ID,Customer_Name,Product_Name,Product_Category,Quantity,Unit_Price,Revenue,Profit,Order_Date,Region,State_City,Profit_Margin_Pct,Revenue_Per_Customer,Avg_Order_Value,Order_Year,Order_Month,Order_Quarter
ORD006218,CUST00604,Keith Rodriguez,Cereal,Groceries,6,20062.63,120375.78,21700.55,2023-05-13,West,Pune,18.03,247594.5,56994.15,2023,5,2
ORD001009,CUST01184,Miss Tina Gordon,Olive Oil,Groceries,6,11998.64,71991.84,5952.61,2024-09-28,West,Mumbai,8.27,187890.19999999998,56994.15,2024,9,3
ORD003561,CUST01280,Nancy Webb,Running Shoes,Sports,6,5533.16,33198.96,6367.99,2023-05-29,East,Bhubaneswar,19.18,284322.4,56994.15,2023,5,2
ORD002166,CUST01485,Jacob Obrien,Cereal,Groceries,7,15905.34,111337.38,37426.56,2024-07-09,South,Bengaluru,33.62,334367.14,56994.15,2024,7,3
ORD003815,CUST01446,Amy Rowe,Sofa,Furniture,4,12818.52,51274.08,16060.95,2025-08-24,North,Delhi,31.32,214825.39,56994.15,2025,8,3
ORD002332,CUST01662,Kurt Hancock,Dining Table,Furniture,4,6826.32,27305.28,6185.05,2023-03-23,East,Kolkata,22.65,447237.57,56994.15,2023,3,1
ORD001236,CUST01251,Matthew Hunt,Yoga Mat,Sports,2,683.43,1366.86,445.67,2023-04-19,North,Delhi,32.61,127154.49,56994.15,2023,4,2
ORD003610,CUST01142,Vanessa Santiago,Sneakers,Clothing,3,22742.06,68226.18,11727.12,2023-08-05,South,Bengaluru,17.19,138445.72999999998,56994.15,2023,8,3
ORD005834,CUST00482,Howard Norman,Pen Set,Stationery,3,5594.91,16784.73,4245.12,2023-01-04,South,Bengaluru,25.29,169385.09,56994.15,2023,1,1
ORD007600,CUST01233,Brandon Brown,Photo Frame,Home Decor,5,11732.07,58660.35,15269.26,2023-01-24,South,Kochi,26.03,93509.19,56994.15,2023,1,1
ORD004382,CUST00452,Courtney Hayes,Office Chair,Furniture,4,19434.33,77737.32,24263.66,2023-12-04,East,Guwahati,31.21,569032.22,56994.15,2023,12,4
ORD007218,CUST00988,Nicholas Payne,Coffee Table,Furniture,8,4073.02,32584.16,8098.28,2023-01-20,West,Ahmedabad,24.85,302515.57,56994.15,2023,1,1
ORD004015,CUST00990,Karen Johnson,Sofa,Furniture,2,3668.84,7337.68,1484.24,2025-11-21,South,Hyderabad,20.23,209574.58,56994.15,2025,11,4
ORD002580,CUST00019,Lisa Jackson,Tablet,Electronics,5,14081.62,70408.1,21925.68,2023-02-26,West,Surat,31.14,367047.89,56994.15,2023,2,1
ORD007336,CUST01581,Debra Bradley,Running Shoes,Sports,6,3481.6,20889.6,6412.72,2025-07-05,East,Kolkata,30.7,47782.93,56994.15,2025,7,3
ORD004272,CUST00386,Chad Scott,Notebook,Stationery,3,8256.74,24770.22,3288.8,2023-04-05,South,Chennai,13.28,252921.49,56994.15,2023,4,2
ORD000332,CUST01515,Carrie Petersen,Bed Frame,Furniture,5,491.27,2456.35,634.08,2023-08-16,South,Bengaluru,25.81,86631.07,56994.15,2023,8,3
ORD007349,CUST00231,Jessica Stephens,Bed Frame,Furniture,4,13753.23,55012.92,11794.52,2024-06-10,South,Chennai,21.44,135100.71000000002,56994.15,2024,6,2
ORD001905,CUST00772,Mr. Jeffrey Horton,Tennis Racket,Sports,3,15349.14,46047.42,7191.25,2023-07-12,North,Lucknow,15.62,272610.06999999995,56994.15,2023,7,3
ORD000025,CUST01740,Laura Bush,Hoodie,Clothing,8,22881.32,183050.56,40036.05,2025-05-03,South,Chennai,21.87,662402.89,56994.15,2025,5,2
ORD000592,CUST00618,Jonathan Jacobson,Smartwatch,Electronics,7,18168.7,127180.9,34595.2,2023-09-16,North,Delhi,27.2,298826.51999999996,56994.15,2023,9,3
ORD003958,CUST01457,Brian Chen,Bed Frame,Furniture,7,17830.88,124816.16,26244.98,2025-11-01,East,Guwahati,21.03,281882.21,56994.15,2025,11,4
ORD002836,CUST01800,Martin Fitzpatrick,Yoga Mat,Sports,3,22972.4,68917.2,19927.79,2024-03-21,South,Bengaluru,28.92,659331.5599999999,56994.15,2024,3,1
ORD003951,CUST01717,Jean Lane,Snack Box,Groceries,7,10637.41,74461.87,14587.51,2024-06-10,East,Guwahati,19.59,195072.69999999998,56994.15,2024,6,2
ORD005896,CUST01655,Richard Gutierrez,Headphones,Electronics,6,6482.83,38896.98,4723.97,2023-07-28,West,Pune,12.14,249729.69999999998,56994.15,2023,7,3
ORD001492,CUST01009,Karen Keith,Sofa,Furniture,4,1124.4,4497.6,773.56,2023-03-13,North,Chandigarh,17.2,10837.19,56994.15,2023,3,1
ORD002793,CUST01727,James Gardner,Tea Pack,Groceries,7,1831.83,12822.81,2639.2,2025-04-19,South,Kochi,20.58,105733.65,56994.15,2025,4,2
ORD001747,CUST00672,Kristin Mendoza,Dining Table,Furniture,1,1961.03,1961.03,223.08,2025-02-16,West,Mumbai,11.38,225003.47,56994.15,2025,2,1
ORD004576,CUST00984,Sean Curtis,Sketchbook,Stationery,4,5771.07,23084.28,6895.03,2025-06-11,East,Guwahati,29.87,276358.08,56994.15,2025,6,2
ORD000241,CUST00771,Jesse Clark,Curtains,Home Decor,6,12248.51,73491.06,14303.79,2023-01-14,West,Pune,19.46,670681.04,56994.15,2023,1,1
ORD005163,CUST00672,Kristin Mendoza,Snack Box,Groceries,3,17772.63,53317.89,15014.64,2025-12-09,West,Mumbai,28.16,225003.47,56994.15,2025,12,4
ORD002808,CUST00416,Antonio Garcia,Jeans,Clothing,6,19960.51,119763.06,12228.33,2023-08-20,West,Mumbai,10.21,564652.48,56994.15,2023,8,3
ORD006488,CUST01501,Jacob Duran,Smartphone,Electronics,2,19546.41,39092.82,13369.63,2025-06-29,North,Chandigarh,34.2,277400.44,56994.15,2025,6,2
ORD006863,CUST01582,David Mcdaniel,Jeans,Clothing,8,3055.93,24447.44,1290.81,2025-12-21,South,Kochi,5.28,572159.77,56994.15,2025,12,4
ORD001948,CUST00904,Matthew Sweeney,Running Shoes,Sports,3,7586.11,22758.33,4827.82,2025-07-14,North,Jaipur,21.21,691743.15,56994.15,2025,7,3
ORD005220,CUST01427,Robert Charles,Laptop,Electronics,3,8370.29,25110.87,2453.7,2025-09-18,South,Bengaluru,9.77,423744.69,56994.15,2025,9,3
ORD006423,CUST01660,Andre Terrell,Coffee Table,Furniture,2,20872.17,41744.34,3403.28,2025-04-18,South,Bengaluru,8.15,309262.29,56994.15,2025,4,2
ORD000536,CUST01058,Brian Hunt,Sketchbook,Stationery,6,11369.52,68217.12,21287.27,2023-10-01,South,Chennai,31.21,766783.71,56994.15,2023,10,4
ORD005988,CUST00223,Elizabeth Oliver DDS,Running Shoes,Sports,3,17668.08,53004.24,16725.48,2023-04-18,East,Patna,31.55,433804.18,56994.15,2023,4,2
ORD002542,CUST01162,Glenn Gallegos,Tennis Racket,Sports,4,22879.76,91519.04,18029.86,2023-10-18,West,Mumbai,19.7,228055.78,56994.15,2023,10,4
ORD001639,CUST01220,Lisa Haley,Camera,Electronics,3,12845.82,38537.46,7703.84,2024-07-07,North,Jaipur,19.99,171334.62,56994.15,2024,7,3
ORD001511,CUST01158,Heidi Brown,T-Shirt,Clothing,4,23839.22,95356.88,30243.57,2023-08-10,West,Mumbai,31.72,475664.26,56994.15,2023,8,3
ORD000456,CUST00751,Krista Benton,Running Shoes,Sports,4,3589.38,14357.52,2160.5,2023-08-21,North,Chandigarh,15.05,326234.06,56994.15,2023,8,3
ORD004697,CUST01155,April Davis,Dining Table,Furniture,4,6266.85,25067.4,8255.05,2023-11-07,West,Ahmedabad,32.93,357927.66,56994.15,2023,11,4
ORD000178,CUST00253,Tanya Kim,Bicycle,Sports,7,21932.12,153524.84,19457.24,2025-12-31,West,Ahmedabad,12.67,573585.36,56994.15,2025,12,4
ORD003534,CUST01399,Mariah Thompson,Smartphone,Electronics,4,9944.34,39777.36,9932.33,2023-09-22,West,Ahmedabad,24.97,316641.02,56994.15,2023,9,3
ORD005137,CUST01764,Mark Clark,Bed Frame,Furniture,4,13784.96,55139.84,16943.61,2025-07-12,West,Ahmedabad,30.73,332569.86,56994.15,2025,7,3
ORD000686,CUST01152,Robert West,Table Lamp,Home Decor,7,3151.98,22063.86,2518.24,2024-12-31,South,Chennai,11.41,396020.22000000003,56994.15,2024,12,4
ORD005008,CUST00559,Larry Robertson,Sofa,Furniture,8,18845.67,150765.36,43418.23,2024-04-30,West,Pune,28.8,333390.16,56994.15,2024,4,2
ORD004941,CUST00994,Deborah Campbell,Camera,Electronics,2,3911.11,7822.22,794.95,2024-12-20,East,Bhubaneswar,10.16,152522.47,56994.15,2024,12,4
ORD002933,CUST01349,Brandon Mitchell,Jeans,Clothing,7,20155.33,141087.31,45635.08,2023-12-25,North,Chandigarh,32.35,641802.86,56994.15,2023,12,4
ORD005698,CUST01486,Timothy Clark,Hoodie,Clothing,2,11975.16,23950.32,2870.04,2025-03-09,West,Surat,11.98,71963.72,56994.15,2025,3,1
ORD004398,CUST00202,Ricky Davis II,Photo Frame,Home Decor,8,14059.16,112473.28,35540.43,2023-05-29,North,Chandigarh,31.6,189348.37,56994.15,2023,5,2
ORD003454,CUST01768,Kim James,Headphones,Electronics,6,4585.18,27511.08,3786.45,2023-04-17,East,Bhubaneswar,13.76,96107.56,56994.15,2023,4,2
ORD006133,CUST00529,Kristy Bryan,Photo Frame,Home Decor,2,22118.06,44236.12,9765.43,2025-04-04,North,Delhi,22.08,329126.48,56994.15,2025,4,2
ORD002905,CUST00951,Rebecca Kelly,Curtains,Home Decor,5,12991.6,64958.0,12354.31,2024-05-19,East,Patna,19.02,237464.66,56994.15,2024,5,2
ORD006840,CUST00356,Jesse Perez,Notebook,Stationery,2,12471.06,24942.12,8720.43,2024-01-26,North,Lucknow,34.96,328204.22000000003,56994.15,2024,1,1
ORD004257,CUST01339,Andrew Cruz,Tablet,Electronics,2,22556.59,45113.18,5232.63,2025-01-07,East,Kolkata,11.6,202534.32,56994.15,2025,1,1
ORD002590,CUST01231,Maria Case,Wall Art,Home Decor,4,22196.3,88785.2,15510.55,2025-09-08,East,Guwahati,17.47,399483.61000000004,56994.15,2025,9,3
ORD003923,CUST01644,Alexander Garrett,Jacket,Clothing,1,16775.59,16775.59,3981.25,2025-10-05,West,Pune,23.73,443584.57,56994.15,2025,10,4
ORD007385,CUST01711,Casey Blanchard,Headphones,Electronics,3,10881.23,32643.69,6199.22,2025-02-18,East,Kolkata,18.99,187644.07,56994.15,2025,2,1
ORD003427,CUST01275,John Dixon,Jacket,Clothing,2,23032.44,46064.88,2322.55,2025-12-10,West,Pune,5.04,419098.05,56994.15,2025,12,4
ORD000958,CUST00869,Lisa Ramirez,Sofa,Furniture,4,3427.04,13708.16,747.85,2024-07-15,West,Ahmedabad,5.46,103219.73,56994.15,2024,7,3
ORD007636,CUST01766,Audrey Jackson,Dumbbell Set,Sports,7,9068.55,63479.85,5699.51,2024-04-24,West,Surat,8.98,438194.22,56994.15,2024,4,2
ORD005068,CUST00642,Martha Bailey,Backpack,Stationery,8,219.03,1752.24,546.3,2025-05-19,West,Pune,31.18,228833.24,56994.15,2025,5,2
ORD000405,CUST00723,Willie Henry,Jeans,Clothing,5,18215.25,91076.25,19955.89,2023-05-06,North,Lucknow,21.91,517867.01,56994.15,2023,5,2
ORD001712,CUST01050,Megan Adams,Coffee Beans,Groceries,6,6770.07,40620.42,3638.25,2024-12-10,North,Delhi,8.96,349519.00999999995,56994.15,2024,12,4
ORD002625,CUST01042,Michele Hill,Coffee Beans,Groceries,1,16128.66,16128.66,2346.59,2024-10-16,North,Chandigarh,14.55,331267.98,56994.15,2024,10,4
ORD001675,CUST00701,Joseph Ochoa,Rice Bag,Groceries,1,11610.93,11610.93,1800.93,2023-12-12,South,Chennai,15.51,404441.17000000004,56994.15,2023,12,4
ORD001136,CUST01209,Brittney Hernandez,Smartphone,Electronics,2,4197.64,8395.28,947.75,2025-09-28,East,Kolkata,11.29,60049.33,56994.15,2025,9,3
ORD006438,CUST01500,Ethan Frey,Olive Oil,Groceries,6,23360.42,140162.52,27783.87,2025-09-04,West,Mumbai,19.82,433162.44,56994.15,2025,9,3
ORD004104,CUST00237,Andrew Reynolds,Laptop,Electronics,1,2402.28,2402.28,565.56,2024-02-14,South,Bengaluru,23.54,347945.38,56994.15,2024,2,1
ORD000472,CUST00399,Ashley Hicks,Dress,Clothing,6,10029.32,60175.92,15933.93,2025-05-25,West,Surat,26.48,378778.49,56994.15,2025,5,2
ORD002640,CUST01337,Charles Frost,Smartwatch,Electronics,7,23600.52,165203.64,42270.24,2025-02-26,West,Ahmedabad,25.59,442584.32,56994.15,2025,2,1
ORD002106,CUST01598,Kelli Mccoy,Sketchbook,Stationery,6,22705.69,136234.14,31813.2,2023-10-02,East,Patna,23.35,366482.51,56994.15,2023,10,4
ORD007578,CUST01550,Lisa Brown,Laptop,Electronics,6,14382.36,86294.16,19373.81,2024-06-12,North,Jaipur,22.45,129145.1,56994.15,2024,6,2
ORD006603,CUST00912,Cynthia Green,Cereal,Groceries,7,3654.72,25583.04,1524.66,2024-08-17,East,Patna,5.96,331555.93,56994.15,2024,8,3
ORD006802,CUST01523,Andrew Fernandez,Notebook,Stationery,4,23306.17,93224.68,9250.63,2025-04-15,South,Chennai,9.92,502803.66,56994.15,2025,4,2
ORD003234,CUST01068,James Johnson,Running Shoes,Sports,7,21982.47,153877.29,28588.07,2023-08-10,West,Ahmedabad,18.58,386052.67000000004,56994.15,2023,8,3
ORD003065,CUST00920,Samantha Terry,Backpack,Stationery,2,23921.21,47842.42,2496.22,2024-01-08,West,Pune,5.22,90785.87,56994.15,2024,1,1
ORD007333,CUST01410,Nicholas Stanley,Curtains,Home Decor,5,24984.7,124923.5,40779.5,2025-12-03,South,Hyderabad,32.64,272776.53,56994.15,2025,12,4
ORD001274,CUST00458,Brenda Thornton,Jacket,Clothing,3,19624.55,58873.65,19840.44,2025-09-19,South,Bengaluru,33.7,380857.06999999995,56994.15,2025,9,3
ORD002670,CUST00358,Jeffery Ortega,Laptop,Electronics,6,1820.73,10924.38,3416.07,2025-12-25,West,Pune,31.27,564607.85,56994.15,2025,12,4
ORD000378,CUST00009,Gabrielle Davis,Bluetooth Speaker,Electronics,2,8432.25,16864.5,5341.93,2023-07-31,West,Ahmedabad,31.68,438677.37,56994.15,2023,7,3
ORD006668,CUST00781,Christine Goodwin,Office Chair,Furniture,7,24463.85,171246.95,27879.17,2025-01-25,North,Chandigarh,16.28,398156.74,56994.15,2025,1,1
ORD002393,CUST01305,Rebecca Hoover,Dress,Clothing,7,3184.54,22291.78,4977.28,2024-08-09,South,Kochi,22.33,723789.6799999999,56994.15,2024,8,3
ORD004269,CUST01472,Kristen Jones,Coffee Beans,Groceries,6,23187.89,139127.34,32794.61,2023-08-05,West,Pune,23.57,487728.19,56994.15,2023,8,3
ORD004842,CUST01345,Christopher Johnson,Dumbbell Set,Sports,1,21422.54,21422.54,2754.96,2023-03-10,East,Patna,12.86,444895.48,56994.15,2023,3,1
ORD004857,CUST01417,Mark Anderson,Bookshelf,Furniture,1,24529.99,24529.99,1417.04,2024-01-23,West,Pune,5.78,145766.99000000002,56994.15,2024,1,1
ORD003169,CUST01093,Frank Whitaker,Sneakers,Clothing,3,9097.18,27291.54,5350.77,2023-01-26,East,Patna,19.61,355978.73000000004,56994.15,2023,1,1
ORD007429,CUST01722,Mrs. Bethany Phillips,Smartphone,Electronics,2,8204.28,16408.56,4661.57,2023-12-07,West,Pune,28.41,412120.14,56994.15,2023,12,4
ORD000687,CUST00356,Jesse Perez,Tea Pack,Groceries,1,9821.29,9821.29,1842.8,2023-05-16,North,Delhi,18.76,328204.22000000003,56994.15,2023,5,2
ORD007143,CUST01163,Dorothy Boyd,Rice Bag,Groceries,1,9163.56,9163.56,1895.97,2025-12-09,North,Lucknow,20.69,216100.63,56994.15,2025,12,4
ORD000794,CUST01673,Julia Reeves,Bookshelf,Furniture,4,14604.35,58417.4,17076.57,2025-03-20,East,Guwahati,29.23,118098.04,56994.15,2025,3,1
ORD000026,CUST00796,Adam Taylor,Jeans,Clothing,2,23067.32,46134.64,14031.39,2023-07-09,South,Chennai,30.41,301562.35,56994.15,2023,7,3
ORD001218,CUST00378,Paula Bradley,Notebook,Stationery,7,15440.72,108085.04,19610.15,2023-10-20,West,Mumbai,18.14,248528.58,56994.15,2023,10,4
ORD006882,CUST01539,Andrew Meyers,Table Lamp,Home Decor,8,6077.62,48620.96,3494.95,2025-03-22,West,Surat,7.19,101196.2,56994.15,2025,3,1
ORD007883,CUST01524,Jonathan Walker,Table Lamp,Home Decor,2,9911.05,19822.1,5648.87,2025-06-26,West,Ahmedabad,28.5,202035.52,56994.15,2025,6,2
ORD004741,CUST00886,Kenneth Sharp,Table Lamp,Home Decor,3,24791.52,74374.56,24829.42,2024-04-01,South,Chennai,33.38,638126.4299999999,56994.15,2024,4,2
ORD002941,CUST00664,Samuel Turner,Smartwatch,Electronics,3,15618.85,46856.55,7188.27,2025-09-29,South,Hyderabad,15.34,260354.29,56994.15,2025,9,3
ORD001705,CUST01084,Keith Knox,Sketchbook,Stationery,6,911.28,5467.68,1590.3,2025-05-28,North,Jaipur,29.09,64437.03,56994.15,2025,5,2
ORD004086,CUST00841,Casey Perez,Pen Set,Stationery,8,13872.04,110976.32,25695.17,2023-10-24,West,Pune,23.15,268878.68,56994.15,2023,10,4
ORD007736,CUST00457,Dustin Gallegos,Table Lamp,Home Decor,5,14683.73,73418.65,16985.74,2025-11-25,South,Chennai,23.14,448011.32999999996,56994.15,2025,11,4
ORD007357,CUST01567,Crystal Allen,Cereal,Groceries,4,7207.72,28830.88,6275.98,2023-03-22,North,Delhi,21.77,405190.12,56994.15,2023,3,1
ORD000642,CUST00962,Sylvia Schroeder,Photo Frame,Home Decor,6,24261.24,145567.44,29885.6,2023-10-24,West,Ahmedabad,20.53,246587.25,56994.15,2023,10,4
ORD000274,CUST00750,Leslie Gardner,Cereal,Groceries,7,17562.71,122938.97,19878.36,2025-03-31,West,Pune,16.17,306849.94,56994.15,2025,3,1
ORD006708,CUST00537,Morgan Valencia,Bookshelf,Furniture,2,19394.16,38788.32,3952.82,2024-10-22,East,Bhubaneswar,10.19,304523.83,56994.15,2024,10,4
ORD000372,CUST01158,Heidi Brown,Rug,Home Decor,4,14498.33,57993.32,8670.92,2024-12-25,West,Ahmedabad,14.95,475664.26,56994.15,2024,12,4
ORD002246,CUST00445,Mrs. Diane Reyes,Pen Set,Stationery,4,19685.43,78741.72,7085.06,2025-04-09,West,Pune,9.0,397061.51,56994.15,2025,4,2
ORD002754,CUST00402,Craig Morrison,Yoga Mat,Sports,4,20144.13,80576.52,22743.03,2025-06-13,East,Kolkata,28.23,149358.9,56994.15,2025,6,2
ORD001329,CUST01147,Mason Moore,Dining Table,Furniture,5,3460.39,17301.95,4506.16,2023-01-23,West,Mumbai,26.04,219988.91000000003,56994.15,2023,1,1
ORD005447,CUST01682,Christine Bell,Jeans,Clothing,3,18299.34,54898.02,5832.87,2025-04-11,East,Guwahati,10.62,137949.13999999998,56994.15,2025,4,2
ORD000201,CUST00220,Bailey Duran DDS,Table Lamp,Home Decor,2,23265.87,46531.74,7811.23,2025-07-25,West,Ahmedabad,16.79,165791.36,56994.15,2025,7,3
ORD002317,CUST01309,Dale Heath,Backpack,Stationery,7,12882.6,90178.2,11634.92,2025-08-26,South,Hyderabad,12.9,562907.63,56994.15,2025,8,3
ORD005056,CUST01176,Janice Petty,Smartphone,Electronics,1,17324.74,17324.74,1416.27,2023-04-17,South,Bengaluru,8.17,492166.73,56994.15,2023,4,2
ORD002312,CUST01385,Jacqueline Dickerson,Jeans,Clothing,8,15504.0,124032.0,31336.75,2024-03-31,North,Delhi,25.27,329125.67,56994.15,2024,3,1
ORD006157,CUST00687,Maria Henry,Bed Frame,Furniture,2,15427.45,30854.9,7781.04,2023-10-26,West,Mumbai,25.22,336158.9,56994.15,2023,10,4
ORD005914,CUST00912,Cynthia Green,Smartphone,Electronics,5,17440.29,87201.45,28921.24,2025-04-26,East,Guwahati,33.17,331555.93,56994.15,2025,4,2
ORD006497,CUST00421,George Harper,Sneakers,Clothing,4,16127.26,64509.04,7339.71,2025-03-16,South,Kochi,11.38,222675.55,56994.15,2025,3,1
ORD007967,CUST01335,Melissa Mann,T-Shirt,Clothing,6,14061.38,84368.28,8158.32,2025-11-27,South,Hyderabad,9.67,511774.55,56994.15,2025,11,4
ORD004593,CUST01528,Bradley Duncan,Olive Oil,Groceries,6,17081.71,102490.26,28768.17,2025-01-23,East,Bhubaneswar,28.07,544850.59,56994.15,2025,1,1
ORD004508,CUST01486,Timothy Clark,Bed Frame,Furniture,2,5206.1,10412.2,1251.13,2025-08-30,West,Surat,12.02,71963.72,56994.15,2025,8,3
ORD000967,CUST01794,John Mcfarland,Office Chair,Furniture,6,8474.4,50846.4,8768.02,2025-02-06,North,Lucknow,17.24,55072.46,56994.15,2025,2,1
ORD007109,CUST01381,Kevin Nguyen,Camera,Electronics,3,8998.15,26994.45,3528.33,2023-07-27,South,Bengaluru,13.07,353423.94,56994.15,2023,7,3
ORD006148,CUST00897,Aimee Gonzalez,Cereal,Groceries,8,5603.5,44828.0,11679.07,2023-06-23,West,Ahmedabad,26.05,437129.26,56994.15,2023,6,2
ORD006749,CUST01299,Kenneth Brown,Hoodie,Clothing,1,21303.77,21303.77,7004.38,2025-11-08,West,Pune,32.88,146358.36000000002,56994.15,2025,11,4
ORD003019,CUST00253,Tanya Kim,Backpack,Stationery,6,6069.83,36418.98,5897.11,2024-07-07,West,Pune,16.19,573585.36,56994.15,2024,7,3
ORD004746,CUST00573,Reginald Knapp,Coffee Table,Furniture,4,16121.66,64486.64,12105.7,2023-08-20,East,Guwahati,18.77,209450.77,56994.15,2023,8,3
ORD006764,CUST01642,Katherine White,Sketchbook,Stationery,6,13813.92,82883.52,23748.14,2025-12-18,East,Patna,28.65,150978.40000000002,56994.15,2025,12,4
ORD005022,CUST01655,Richard Gutierrez,Jeans,Clothing,6,8775.35,52652.1,5717.05,2024-07-05,West,Surat,10.86,249729.69999999998,56994.15,2024,7,3
ORD000501,CUST01567,Crystal Allen,Desk Organizer,Stationery,8,16716.92,133735.36,44806.92,2025-09-19,North,Lucknow,33.5,405190.12,56994.15,2025,9,3
ORD003901,CUST01203,Kimberly Morrison,Hoodie,Clothing,7,17376.07,121632.49,24164.67,2023-09-04,South,Chennai,19.87,825094.8500000001,56994.15,2023,9,3
ORD002202,CUST00389,Sandra Drake,Dumbbell Set,Sports,5,6985.28,34926.4,6446.23,2023-01-01,North,Lucknow,18.46,457406.78,56994.15,2023,1,1
ORD004145,CUST00996,Brittany Ward,Bookshelf,Furniture,4,13049.72,52198.88,7997.4,2025-05-28,West,Surat,15.32,290356.08999999997,56994.15,2025,5,2
ORD005850,CUST01497,Sonya Jackson,Tennis Racket,Sports,1,15401.81,15401.81,4431.38,2024-04-20,South,Hyderabad,28.77,307142.3,56994.15,2024,4,2
ORD003831,CUST00552,Angel Gordon,Coffee Beans,Groceries,2,16677.55,33355.1,9147.05,2025-03-09,East,Bhubaneswar,27.42,284397.41000000003,56994.15,2025,3,1
ORD001906,CUST00663,James Webster,Bookshelf,Furniture,6,8254.83,49528.98,11426.49,2025-06-10,North,Jaipur,23.07,404793.14,56994.15,2025,6,2
ORD001882,CUST00399,Ashley Hicks,Yoga Mat,Sports,1,1233.69,1233.69,274.09,2024-04-04,West,Pune,22.22,378778.49,56994.15,2024,4,2
ORD004399,CUST00889,Chris Velazquez,Smartwatch,Electronics,7,23936.78,167557.46,10890.25,2025-05-15,East,Kolkata,6.5,368920.48,56994.15,2025,5,2
ORD003847,CUST00469,Katie Mcneil,Bluetooth Speaker,Electronics,7,10389.41,72725.87,20405.5,2025-06-02,South,Bengaluru,28.06,178704.61,56994.15,2025,6,2
ORD005501,CUST00215,Julie Alexander,Football,Sports,6,14306.51,85839.06,16924.02,2024-01-16,West,Mumbai,19.72,305749.65,56994.15,2024,1,1
ORD003179,CUST00506,Jodi Roach,Rug,Home Decor,2,22280.85,44561.7,2241.05,2025-12-16,West,Pune,5.03,148962.84999999998,56994.15,2025,12,4
ORD002386,CUST01795,Cassandra Vasquez,Bookshelf,Furniture,2,23876.11,47752.22,13414.2,2024-06-12,North,Delhi,28.09,321472.41000000003,56994.15,2024,6,2
ORD005356,CUST01643,Michelle Krause,Desk Organizer,Stationery,3,9622.76,28868.28,9865.64,2025-11-11,West,Mumbai,34.17,71475.20999999999,56994.15,2025,11,4
ORD001257,CUST01038,Eric Hunter,Sofa,Furniture,6,18425.76,110554.56,23124.17,2024-05-30,East,Patna,20.92,323198.75,56994.15,2024,5,2
ORD003931,CUST01314,Samantha Prince,Sketchbook,Stationery,3,24041.55,72124.65,20437.82,2023-05-21,North,Jaipur,28.34,277933.26,56994.15,2023,5,2
ORD002761,CUST00175,Nicole Herring,Cereal,Groceries,1,17225.66,17225.66,1607.42,2024-02-27,North,Chandigarh,9.33,135954.47,56994.15,2024,2,1
ORD003064,CUST00966,Travis Conner,Curtains,Home Decor,1,18101.02,18101.02,1717.12,2025-11-01,South,Chennai,9.49,240838.91999999998,56994.15,2025,11,4
ORD003382,CUST00016,Brian Ramirez,Hoodie,Clothing,8,1185.48,9483.84,2121.67,2024-10-15,South,Bengaluru,22.37,119525.04,56994.15,2024,10,4
ORD002454,CUST01701,Bethany Garcia,Laptop,Electronics,3,7975.3,23925.9,8076.72,2023-09-23,East,Kolkata,33.76,333234.42,56994.15,2023,9,3
ORD003198,CUST00230,Lori Guerrero,Notebook,Stationery,7,950.01,6650.07,801.6,2025-07-14,West,Pune,12.05,186154.87,56994.15,2025,7,3
ORD005195,CUST00232,Susan Serrano,Coffee Table,Furniture,7,1969.64,13787.48,3218.65,2025-01-18,North,Chandigarh,23.34,134314.03999999998,56994.15,2025,1,1
ORD007651,CUST01391,Dr. Samuel Holmes DDS,Pen Set,Stationery,8,18037.69,144301.52,50069.22,2023-07-22,North,Chandigarh,34.7,357666.76,56994.15,2023,7,3
ORD000350,CUST01067,Yolanda Green,Cereal,Groceries,4,13039.76,52159.04,8798.36,2023-03-22,South,Bengaluru,16.87,221662.95,56994.15,2023,3,1
ORD000291,CUST00019,Lisa Jackson,Backpack,Stationery,1,13773.07,13773.07,1467.81,2025-06-14,West,Surat,10.66,367047.89,56994.15,2025,6,2
ORD007049,CUST00836,Timothy Hill,Coffee Table,Furniture,8,21926.4,175411.2,33498.66,2023-08-06,South,Bengaluru,19.1,309641.17,56994.15,2023,8,3
ORD000293,CUST00584,Denise Martinez,Olive Oil,Groceries,3,3545.11,10635.33,883.87,2025-07-21,South,Hyderabad,8.31,401578.21,56994.15,2025,7,3
ORD003460,CUST01511,Henry Taylor,Jeans,Clothing,6,22609.11,135654.66,25365.04,2024-04-18,East,Kolkata,18.7,290682.38,56994.15,2024,4,2
ORD002531,CUST00279,Shannon James,Pen Set,Stationery,7,3601.49,25210.43,6567.94,2025-07-13,East,Patna,26.05,369340.39,56994.15,2025,7,3
ORD003855,CUST00710,Sean Clay,Football,Sports,8,2045.17,16361.36,1150.23,2023-02-01,West,Ahmedabad,7.03,160251.65,56994.15,2023,2,1
ORD001021,CUST01288,Matthew Houston,Bookshelf,Furniture,7,14674.04,102718.28,14557.76,2025-04-05,South,Bengaluru,14.17,312508.58,56994.15,2025,4,2
ORD000716,CUST00996,Brittany Ward,Backpack,Stationery,6,9364.01,56184.06,17812.91,2024-10-07,West,Surat,31.7,290356.08999999997,56994.15,2024,10,4
